,IPO_DATE,DELIST_DATE
600356.SH,2001-04-19,1899-12-30
600358.SH,2000-09-22,1899-12-30
600359.SH,1999-04-29,1899-12-30
600360.SH,2001-03-16,1899-12-30
600361.SH,2001-11-29,1899-12-30
600362.SH,2002-01-11,1899-12-30
600363.SH,2001-03-29,1899-12-30
600365.SH,2001-01-15,1899-12-30
600366.SH,2000-10-30,1899-12-30
600367.SH,2001-03-20,1899-12-30
600368.SH,2000-12-21,1899-12-30
600369.SH,2001-01-09,1899-12-30
600370.SH,2003-03-06,1899-12-30
600371.SH,2002-09-16,1899-12-30
600372.SH,2001-07-06,1899-12-30
600373.SH,2002-03-04,1899-12-30
600375.SH,2003-04-01,1899-12-30
600376.SH,2001-03-12,1899-12-30
600377.SH,2001-01-16,1899-12-30
600378.SH,2001-01-11,1899-12-30
600379.SH,2002-01-16,1899-12-30
600380.SH,2001-06-08,1899-12-30
600381.SH,2001-05-08,1899-12-30
600382.SH,2001-01-18,1899-12-30
600383.SH,2001-04-12,1899-12-30
600385.SH,2001-07-23,1899-12-30
600386.SH,2001-02-16,1899-12-30
600387.SH,2004-02-18,1899-12-30
600388.SH,2000-12-29,1899-12-30
600389.SH,2001-01-10,1899-12-30
600390.SH,2001-01-15,1899-12-30
600391.SH,2001-12-12,1899-12-30
600392.SH,2003-05-29,1899-12-30
600393.SH,2001-03-19,1899-12-30
600395.SH,2001-05-31,1899-12-30
600396.SH,2001-03-28,1899-12-30
600397.SH,2002-07-02,1899-12-30
600398.SH,2000-12-28,1899-12-30
600399.SH,2000-12-29,1899-12-30
600400.SH,2001-01-08,1899-12-30
600401.SH,2003-09-24,2019-07-12
600403.SH,2003-10-09,1899-12-30
600405.SH,2004-04-01,1899-12-30
600406.SH,2003-10-16,1899-12-30
600408.SH,2003-02-12,1899-12-30
600409.SH,2003-06-18,1899-12-30
600410.SH,2004-04-27,1899-12-30
600415.SH,2002-05-09,1899-12-30
600416.SH,2002-07-18,1899-12-30
600418.SH,2001-08-24,1899-12-30
600419.SH,2001-06-28,1899-12-30
600420.SH,2004-06-16,1899-12-30
600421.SH,2004-06-07,1899-12-30
600422.SH,2000-12-06,1899-12-30
600423.SH,2003-07-17,1899-12-30
600425.SH,2003-07-24,1899-12-30
600426.SH,2002-06-20,1899-12-30
600428.SH,2002-04-18,1899-12-30
600429.SH,2003-09-15,1899-12-30
600432.SH,2003-09-05,2018-07-13
600433.SH,2003-06-19,1899-12-30
600435.SH,2003-07-04,1899-12-30
600436.SH,2003-06-16,1899-12-30
600438.SH,2004-03-02,1899-12-30
600439.SH,2003-07-10,1899-12-30
600444.SH,2004-02-19,1899-12-30
600446.SH,2003-12-24,1899-12-30
600448.SH,2001-09-03,1899-12-30
600449.SH,2003-08-29,1899-12-30
600452.SH,2004-03-03,1899-12-30
600455.SH,2004-03-29,1899-12-30
600456.SH,2002-04-12,1899-12-30
600458.SH,2002-12-19,1899-12-30
600459.SH,2003-05-16,1899-12-30
600460.SH,2003-03-11,1899-12-30
600461.SH,2004-06-01,1899-12-30
600462.SH,2003-09-03,1899-12-30
600463.SH,2004-03-18,1899-12-30
600466.SH,2001-02-12,1899-12-30
600467.SH,2004-04-05,1899-12-30
600468.SH,2001-06-15,1899-12-30
600469.SH,2003-10-21,1899-12-30
600470.SH,2004-03-05,1899-12-30
600475.SH,2003-07-21,1899-12-30
600476.SH,2003-12-10,1899-12-30
600477.SH,2003-11-10,1899-12-30
600478.SH,2003-09-18,1899-12-30
600479.SH,2004-03-12,1899-12-30
600480.SH,2003-08-15,1899-12-30
600481.SH,2003-04-22,1899-12-30
600482.SH,2004-07-14,1899-12-30
600483.SH,2004-05-31,1899-12-30
600485.SH,2003-08-07,1899-12-30
600486.SH,2002-04-25,1899-12-30
600487.SH,2003-08-22,1899-12-30
600488.SH,2001-06-18,1899-12-30
600489.SH,2003-08-14,1899-12-30
600490.SH,2003-06-26,1899-12-30
600491.SH,2004-05-24,1899-12-30
600493.SH,2004-04-21,1899-12-30
600495.SH,2004-05-26,1899-12-30
600496.SH,2002-06-05,1899-12-30
600497.SH,2004-04-20,1899-12-30
600498.SH,2001-08-23,1899-12-30
600499.SH,2002-10-10,1899-12-30
600500.SH,2000-03-01,1899-12-30
600501.SH,2001-06-15,1899-12-30
600502.SH,2003-04-15,1899-12-30
600503.SH,2002-07-09,1899-12-30
600505.SH,2002-05-30,1899-12-30
600506.SH,2001-12-26,1899-12-30
600507.SH,2003-09-30,1899-12-30
600508.SH,2001-08-29,1899-12-30
600509.SH,2002-02-28,1899-12-30
600510.SH,2002-06-18,1899-12-30
600511.SH,2002-11-27,1899-12-30
600512.SH,2002-12-26,1899-12-30
600513.SH,2003-03-19,1899-12-30
600515.SH,2002-08-06,1899-12-30
600516.SH,2002-08-30,1899-12-30
600517.SH,2003-10-10,1899-12-30
600518.SH,2001-03-19,1899-12-30
600519.SH,2001-08-27,1899-12-30
600520.SH,2002-01-08,1899-12-30
600521.SH,2003-03-04,1899-12-30
600522.SH,2002-10-24,1899-12-30
600523.SH,2001-12-27,1899-12-30
600525.SH,2002-12-02,1899-12-30
600526.SH,2002-07-22,1899-12-30
600527.SH,2003-11-27,1899-12-30
600528.SH,2001-05-28,1899-12-30
600529.SH,2002-06-03,1899-12-30
600530.SH,2001-07-02,1899-12-30
600531.SH,2002-07-30,1899-12-30
600532.SH,2002-10-31,1899-12-30
600533.SH,2002-03-28,1899-12-30
600535.SH,2002-08-23,1899-12-30
600536.SH,2002-05-17,1899-12-30
600537.SH,2003-01-23,1899-12-30
600538.SH,2003-01-14,1899-12-30
600539.SH,2001-08-24,1899-12-30
600540.SH,2004-01-07,1899-12-30
600543.SH,2004-03-24,1899-12-30
600545.SH,2003-12-03,1899-12-30
600546.SH,2003-07-31,1899-12-30
600547.SH,2003-08-28,1899-12-30
600548.SH,2001-12-25,1899-12-30
600549.SH,2002-11-07,1899-12-30
600550.SH,2001-02-28,1899-12-30
600551.SH,2002-09-05,1899-12-30
600552.SH,2002-11-08,1899-12-30
600555.SH,2001-03-28,1899-12-30
600556.SH,2001-08-07,1899-12-30
600557.SH,2002-09-18,1899-12-30
600558.SH,2001-02-27,1899-12-30
600559.SH,2002-10-29,1899-12-30
600560.SH,2002-09-19,1899-12-30
600561.SH,2002-07-16,1899-12-30
600562.SH,2003-01-28,1899-12-30
600563.SH,2002-12-10,1899-12-30
600565.SH,2002-07-23,1899-12-30
600566.SH,2001-08-22,1899-12-30
600567.SH,2001-12-18,1899-12-30
600568.SH,2001-05-18,1899-12-30
600569.SH,2001-08-20,1899-12-30
600570.SH,2003-12-16,1899-12-30
600571.SH,2002-11-01,1899-12-30
600572.SH,2004-04-12,1899-12-30
600573.SH,2003-02-26,1899-12-30
600575.SH,2003-03-28,1899-12-30
600576.SH,2003-02-20,1899-12-30
600577.SH,2002-09-11,1899-12-30
600578.SH,2002-05-10,1899-12-30
600579.SH,2002-08-09,1899-12-30
600580.SH,2002-06-06,1899-12-30
600581.SH,2002-08-16,1899-12-30
600582.SH,2002-05-15,1899-12-30
600583.SH,2002-02-05,1899-12-30
600584.SH,2003-06-03,1899-12-30
600585.SH,2002-02-07,1899-12-30
600586.SH,2002-08-15,1899-12-30
600587.SH,2002-09-27,1899-12-30
600588.SH,2001-05-18,1899-12-30
600589.SH,2001-06-12,1899-12-30
600590.SH,2002-07-03,1899-12-30
600592.SH,2002-08-05,1899-12-30
600593.SH,2002-07-11,1899-12-30
600594.SH,2004-03-23,1899-12-30
600595.SH,2002-06-26,1899-12-30
600596.SH,2001-09-06,1899-12-30
600597.SH,2002-08-28,1899-12-30
600598.SH,2002-03-29,1899-12-30
600599.SH,2001-08-28,1899-12-30
600600.SH,1993-08-27,1899-12-30
600601.SH,1990-12-19,1899-12-30
600602.SH,1990-12-19,1899-12-30
600603.SH,1992-01-13,1899-12-30
600604.SH,1992-03-27,1899-12-30
600605.SH,1992-03-27,1899-12-30
600606.SH,1992-03-27,1899-12-30
600608.SH,1992-03-27,1899-12-30
600609.SH,1992-07-24,1899-12-30
600610.SH,1992-08-05,1899-12-30
600611.SH,1992-08-07,1899-12-30
600612.SH,1992-08-14,1899-12-30
600613.SH,1992-08-20,1899-12-30
600614.SH,1992-08-28,1899-12-30
600615.SH,1992-09-10,1899-12-30
600616.SH,1992-09-29,1899-12-30
600617.SH,1992-10-13,1899-12-30
600618.SH,1992-11-13,1899-12-30
600619.SH,1992-11-16,1899-12-30
600620.SH,1992-11-17,1899-12-30
600621.SH,1992-12-02,1899-12-30
600622.SH,1992-12-03,1899-12-30
600623.SH,1992-12-04,1899-12-30
600624.SH,1993-01-05,1899-12-30
600626.SH,1993-01-07,1899-12-30
600628.SH,1993-01-19,1899-12-30
600629.SH,1993-02-09,1899-12-30
600630.SH,1993-02-09,1899-12-30
600633.SH,1993-03-04,1899-12-30
600634.SH,1993-03-04,1899-12-30
600635.SH,1993-03-04,1899-12-30
600636.SH,1993-03-16,1899-12-30
600637.SH,1993-03-16,1899-12-30
600638.SH,1993-03-26,1899-12-30
600639.SH,1993-03-26,1899-12-30
600640.SH,1993-04-07,1899-12-30
600641.SH,1993-04-07,1899-12-30
600642.SH,1993-04-16,1899-12-30
600643.SH,1993-04-26,1899-12-30
600644.SH,1993-04-26,1899-12-30
600645.SH,1993-05-04,1899-12-30
600647.SH,1993-05-04,1899-12-30
600648.SH,1993-05-04,1899-12-30
600649.SH,1993-05-18,1899-12-30
600650.SH,1993-06-07,1899-12-30
600651.SH,1990-12-19,1899-12-30
600652.SH,1990-12-19,1899-12-30
600653.SH,1990-12-19,1899-12-30
600654.SH,1990-12-19,1899-12-30
600655.SH,1992-09-02,1899-12-30
600657.SH,1993-05-24,1899-12-30
600658.SH,1993-05-24,1899-12-30
600660.SH,1993-06-10,1899-12-30
600661.SH,1993-06-14,1899-12-30
600662.SH,1993-06-14,1899-12-30
600663.SH,1993-06-28,1899-12-30
600664.SH,1993-06-29,1899-12-30
600665.SH,1993-07-09,1899-12-30
600666.SH,1993-07-12,1899-12-30
600667.SH,1993-07-28,1899-12-30
600668.SH,1993-07-28,1899-12-30
600671.SH,1993-08-23,1899-12-30
600673.SH,1993-09-17,1899-12-30
600674.SH,1993-09-24,1899-12-30
600675.SH,1993-09-24,1899-12-30
600676.SH,1993-09-28,1899-12-30
600677.SH,1993-09-28,1899-12-30
600678.SH,1993-10-08,1899-12-30
600679.SH,1993-10-08,1899-12-30
600680.SH,1993-10-18,2019-05-24
600681.SH,1993-10-18,1899-12-30
600682.SH,1993-10-18,1899-12-30
600683.SH,1993-10-25,1899-12-30
600684.SH,1993-10-28,1899-12-30
600685.SH,1993-10-28,1899-12-30
600686.SH,1993-11-08,1899-12-30
600687.SH,1993-11-08,1899-12-30
600688.SH,1993-11-08,1899-12-30
600689.SH,1993-11-08,1899-12-30
600690.SH,1993-11-19,1899-12-30
600691.SH,1993-11-19,1899-12-30
600692.SH,1993-11-19,1899-12-30
600693.SH,1993-11-22,1899-12-30
600694.SH,1993-11-22,1899-12-30
600695.SH,1993-11-22,1899-12-30
600696.SH,1993-12-06,1899-12-30
600697.SH,1993-12-06,1899-12-30
600698.SH,1993-12-06,1899-12-30
600699.SH,1993-12-06,1899-12-30
600701.SH,1996-05-28,1899-12-30
600702.SH,1996-05-24,1899-12-30
600703.SH,1996-05-28,1899-12-30
600704.SH,1996-06-06,1899-12-30
600705.SH,1996-05-16,1899-12-30
600706.SH,1996-05-16,1899-12-30
600707.SH,1996-05-20,1899-12-30
600708.SH,1996-06-06,1899-12-30
600710.SH,1996-07-01,1899-12-30
600711.SH,1996-05-31,1899-12-30
600712.SH,1996-06-26,1899-12-30
600713.SH,1996-07-01,1899-12-30
600714.SH,1996-06-06,1899-12-30
600715.SH,1996-07-01,1899-12-30
600716.SH,1996-07-02,1899-12-30
600717.SH,1996-06-14,1899-12-30
600718.SH,1996-06-18,1899-12-30
600719.SH,1996-07-16,1899-12-30
600720.SH,1996-07-16,1899-12-30
600721.SH,1996-06-26,1899-12-30
600722.SH,1996-06-26,1899-12-30
600723.SH,1996-07-16,1899-12-30
600724.SH,1996-07-16,1899-12-30
600725.SH,1996-07-02,1899-12-30
600726.SH,1996-07-01,1899-12-30
600727.SH,1996-07-02,1899-12-30
600728.SH,1996-07-16,1899-12-30
600729.SH,1996-07-02,1899-12-30
600730.SH,1996-07-26,1899-12-30
600731.SH,1996-08-02,1899-12-30
600732.SH,1996-08-16,1899-12-30
600733.SH,1996-08-16,1899-12-30
600734.SH,1996-08-08,1899-12-30
600735.SH,1996-07-26,1899-12-30
600736.SH,1996-08-15,1899-12-30
600737.SH,1996-07-31,1899-12-30
600738.SH,1996-08-02,1899-12-30
600739.SH,1996-08-19,1899-12-30
600740.SH,1996-08-08,1899-12-30
600741.SH,1996-08-26,1899-12-30
600742.SH,1996-08-26,1899-12-30
600743.SH,1996-09-09,1899-12-30
600744.SH,1996-09-05,1899-12-30
600745.SH,1996-08-28,1899-12-30
600746.SH,1996-09-18,1899-12-30
600747.SH,1996-09-16,2019-12-12
600748.SH,1996-09-25,1899-12-30
600749.SH,1996-10-15,1899-12-30
600750.SH,1996-09-23,1899-12-30
600751.SH,1996-09-09,1899-12-30
600753.SH,1996-09-27,1899-12-30
600754.SH,1996-10-11,1899-12-30
600755.SH,1996-10-03,1899-12-30
600756.SH,1996-09-23,1899-12-30
600757.SH,1996-10-03,1899-12-30
600758.SH,1996-10-29,1899-12-30
600759.SH,1996-10-08,1899-12-30
600760.SH,1996-10-11,1899-12-30
600761.SH,1996-10-09,1899-12-30
600763.SH,1996-10-30,1899-12-30
600764.SH,1996-11-04,1899-12-30
600765.SH,1996-11-06,1899-12-30
600766.SH,1996-10-28,1899-12-30
600767.SH,1996-11-15,1899-12-30
600768.SH,1996-11-11,1899-12-30
600769.SH,1996-11-01,1899-12-30
600770.SH,1996-11-20,1899-12-30
600771.SH,1996-11-05,1899-12-30
600773.SH,1996-11-08,1899-12-30
600774.SH,1996-11-08,1899-12-30
600775.SH,1996-11-18,1899-12-30
600776.SH,1996-11-26,1899-12-30
600777.SH,1996-11-21,1899-12-30
600778.SH,1996-12-03,1899-12-30
600779.SH,1996-12-06,1899-12-30
600780.SH,1996-12-05,1899-12-30
600781.SH,1996-12-18,1899-12-30
600782.SH,1996-12-25,1899-12-30
600783.SH,1996-12-25,1899-12-30
600784.SH,1996-12-25,1899-12-30
600785.SH,1997-01-08,1899-12-30
600787.SH,1997-01-21,1899-12-30
600789.SH,1997-02-26,1899-12-30
600790.SH,1997-02-28,1899-12-30
600791.SH,1997-01-30,1899-12-30
600792.SH,1997-01-23,1899-12-30
600793.SH,1997-02-20,1899-12-30
600794.SH,1997-03-06,1899-12-30
600795.SH,1997-03-18,1899-12-30
600796.SH,1997-04-08,1899-12-30
600797.SH,1997-04-18,1899-12-30
600798.SH,1997-04-23,1899-12-30
600800.SH,1993-12-06,1899-12-30
600801.SH,1994-01-03,1899-12-30
600802.SH,1994-01-03,1899-12-30
600803.SH,1994-01-03,1899-12-30
600804.SH,1994-01-03,1899-12-30
600805.SH,1994-01-03,1899-12-30
600806.SH,1994-01-03,2018-07-13
600807.SH,1994-01-03,1899-12-30
600808.SH,1994-01-06,1899-12-30
600809.SH,1994-01-06,1899-12-30
600810.SH,1994-01-06,1899-12-30
600811.SH,1994-01-06,1899-12-30
600812.SH,1994-01-14,1899-12-30
600814.SH,1994-01-14,1899-12-30
600815.SH,1994-01-28,1899-12-30
600816.SH,1994-01-28,1899-12-30
600817.SH,1994-01-28,1899-12-30
600818.SH,1994-01-28,1899-12-30
600819.SH,1994-01-28,1899-12-30
600820.SH,1994-01-28,1899-12-30
600821.SH,1994-01-28,1899-12-30
600822.SH,1994-02-04,1899-12-30
600823.SH,1994-02-04,1899-12-30
600824.SH,1994-02-04,1899-12-30
600825.SH,1994-02-04,1899-12-30
600826.SH,1994-02-04,1899-12-30
600827.SH,1994-02-04,1899-12-30
600828.SH,1994-02-24,1899-12-30
600829.SH,1994-02-24,1899-12-30
600830.SH,1994-02-24,1899-12-30
600831.SH,1994-02-24,1899-12-30
600833.SH,1994-02-24,1899-12-30
600834.SH,1994-02-24,1899-12-30
600835.SH,1994-02-24,1899-12-30
600836.SH,1994-02-24,1899-12-30
600837.SH,1994-02-24,1899-12-30
600838.SH,1994-02-24,1899-12-30
600839.SH,1994-03-11,1899-12-30
600841.SH,1994-03-11,1899-12-30
600843.SH,1994-03-11,1899-12-30
600844.SH,1994-03-11,1899-12-30
600845.SH,1994-03-11,1899-12-30
600846.SH,1994-03-11,1899-12-30
600847.SH,1994-03-24,1899-12-30
600848.SH,1994-03-24,1899-12-30
600850.SH,1994-03-24,1899-12-30
600851.SH,1994-04-04,1899-12-30
600853.SH,1994-04-04,1899-12-30
600854.SH,1994-04-25,1899-12-30
600855.SH,1994-04-25,1899-12-30
600856.SH,1994-04-25,1899-12-30
600857.SH,1994-04-25,1899-12-30
600858.SH,1994-05-06,1899-12-30
600859.SH,1994-05-06,1899-12-30
600860.SH,1994-05-06,1899-12-30
600861.SH,1994-05-20,1899-12-30
600862.SH,1994-05-20,1899-12-30
600863.SH,1994-05-20,1899-12-30
600864.SH,1994-08-09,1899-12-30
600865.SH,1994-08-09,1899-12-30
600866.SH,1994-08-18,1899-12-30
600867.SH,1994-08-24,1899-12-30
600868.SH,1994-09-12,1899-12-30
600869.SH,1995-02-06,1899-12-30
600870.SH,1995-02-28,1899-12-30
600871.SH,1995-04-11,1899-12-30
600872.SH,1995-01-24,1899-12-30
600873.SH,1995-02-17,1899-12-30
600874.SH,1995-06-30,1899-12-30
600875.SH,1995-10-10,1899-12-30
600876.SH,1995-10-31,1899-12-30
600877.SH,1995-10-13,1899-12-30
600879.SH,1995-11-15,1899-12-30
600880.SH,1995-11-15,1899-12-30
600881.SH,1995-11-15,1899-12-30
600882.SH,1995-12-06,1899-12-30
600883.SH,1995-12-08,1899-12-30
600884.SH,1996-01-30,1899-12-30
600885.SH,1996-02-05,1899-12-30
600886.SH,1996-01-18,1899-12-30
600887.SH,1996-03-12,1899-12-30
600888.SH,1996-02-15,1899-12-30
600889.SH,1996-03-08,1899-12-30
600890.SH,1996-03-18,1899-12-30
600891.SH,1996-03-25,1899-12-30
600892.SH,1996-03-15,1899-12-30
600893.SH,1996-04-08,1899-12-30
600894.SH,1996-03-28,1899-12-30
600895.SH,1996-04-22,1899-12-30
600896.SH,1996-05-03,1899-12-30
600897.SH,1996-05-31,1899-12-30
600898.SH,1996-04-18,1899-12-30
600900.SH,2003-11-18,1899-12-30
600901.SH,2018-03-01,1899-12-30
600903.SH,2017-11-07,1899-12-30
600908.SH,2016-09-23,1899-12-30
600909.SH,2016-12-06,1899-12-30
600917.SH,2014-09-30,1899-12-30
600918.SH,2020-06-03,1899-12-30
600919.SH,2016-08-02,1899-12-30
600926.SH,2016-10-27,1899-12-30
600928.SH,2019-03-01,1899-12-30
600929.SH,2018-03-26,1899-12-30
600933.SH,2017-11-17,1899-12-30
600936.SH,2016-08-15,1899-12-30
600939.SH,2017-02-21,1899-12-30
600956.SH,2020-06-29,1899-12-30
600958.SH,2015-03-23,1899-12-30
600959.SH,2015-04-28,1899-12-30
600960.SH,2004-04-07,1899-12-30
600961.SH,2004-08-30,1899-12-30
600962.SH,2004-06-22,1899-12-30
600963.SH,2004-05-25,1899-12-30
600965.SH,2004-07-13,1899-12-30
600966.SH,2004-06-08,1899-12-30
600967.SH,2004-05-18,1899-12-30
600968.SH,2019-06-26,1899-12-30
600969.SH,2004-04-08,1899-12-30
600970.SH,2005-04-12,1899-12-30
600971.SH,2004-08-17,1899-12-30
600973.SH,2004-08-02,1899-12-30
600975.SH,2004-06-09,1899-12-30
600976.SH,2004-04-19,1899-12-30
600977.SH,2016-08-09,1899-12-30
600978.SH,2004-08-24,1899-12-30
600979.SH,2004-09-06,1899-12-30
600980.SH,2004-05-12,1899-12-30
600981.SH,2004-06-30,1899-12-30
600982.SH,2004-07-06,1899-12-30
600983.SH,2004-07-27,1899-12-30
600984.SH,2004-07-07,1899-12-30
600985.SH,2004-04-28,1899-12-30
600986.SH,2004-04-26,1899-12-30
600987.SH,2004-08-09,1899-12-30
600988.SH,2004-04-14,1899-12-30
600989.SH,2019-05-16,1899-12-30
600990.SH,2004-05-10,1899-12-30
600992.SH,2004-05-14,1899-12-30
600993.SH,2004-05-17,1899-12-30
600995.SH,2004-06-15,1899-12-30
600996.SH,2016-12-26,1899-12-30
600997.SH,2004-06-02,1899-12-30
600998.SH,2010-11-02,1899-12-30
600999.SH,2009-11-17,1899-12-30
601000.SH,2010-07-05,1899-12-30
601001.SH,2006-06-23,1899-12-30
601002.SH,2007-01-26,1899-12-30
601003.SH,2007-02-27,1899-12-30
601005.SH,2007-02-28,1899-12-30
601006.SH,2006-08-01,1899-12-30
601007.SH,2007-04-06,1899-12-30
601008.SH,2007-04-26,1899-12-30
601009.SH,2007-07-19,1899-12-30
601010.SH,2011-06-03,1899-12-30
601011.SH,2011-03-09,1899-12-30
601012.SH,2012-04-11,1899-12-30
601015.SH,2014-11-05,1899-12-30
601016.SH,2014-09-29,1899-12-30
601018.SH,2010-09-28,1899-12-30
601019.SH,2017-11-22,1899-12-30
601020.SH,2016-03-16,1899-12-30
601021.SH,2015-01-21,1899-12-30
601028.SH,2011-11-07,1899-12-30
601038.SH,2012-08-08,1899-12-30
601058.SH,2011-06-30,1899-12-30
601066.SH,2018-06-20,1899-12-30
601068.SH,2018-08-31,1899-12-30
601069.SH,2015-01-22,1899-12-30
601077.SH,2019-10-29,1899-12-30
601086.SH,2017-09-29,1899-12-30
601088.SH,2007-10-09,1899-12-30
601098.SH,2010-10-28,1899-12-30
601099.SH,2007-12-28,1899-12-30
601100.SH,2011-10-28,1899-12-30
601101.SH,2010-03-31,1899-12-30
601106.SH,2010-02-09,1899-12-30
601107.SH,2009-07-27,1899-12-30
601108.SH,2017-10-24,1899-12-30
601111.SH,2006-08-18,1899-12-30
601113.SH,2011-05-09,1899-12-30
601116.SH,2011-03-02,1899-12-30
601117.SH,2010-01-07,1899-12-30
601118.SH,2011-01-07,1899-12-30
601126.SH,2010-12-31,1899-12-30
601127.SH,2016-06-15,1899-12-30
601128.SH,2016-09-30,1899-12-30
601137.SH,2011-01-27,1899-12-30
601138.SH,2018-06-08,1899-12-30
601139.SH,2009-12-25,1899-12-30
601155.SH,2015-12-04,1899-12-30
601158.SH,2010-03-29,1899-12-30
601162.SH,2018-10-19,1899-12-30
601163.SH,2016-09-09,1899-12-30
601166.SH,2007-02-05,1899-12-30
601168.SH,2007-07-12,1899-12-30
601169.SH,2007-09-19,1899-12-30
601177.SH,2010-10-11,1899-12-30
601179.SH,2010-01-28,1899-12-30
601186.SH,2008-03-10,1899-12-30
601187.SH,2020-10-27,1899-12-30
601188.SH,2010-03-19,1899-12-30
601198.SH,2015-02-26,1899-12-30
601199.SH,2011-03-17,1899-12-30
601200.SH,2017-03-31,1899-12-30
601208.SH,2011-05-20,1899-12-30
601211.SH,2015-06-26,1899-12-30
601212.SH,2017-02-15,1899-12-30
601216.SH,2011-02-22,1899-12-30
601218.SH,2011-05-06,1899-12-30
601222.SH,2011-08-08,1899-12-30
601225.SH,2014-01-28,1899-12-30
601226.SH,2014-12-11,1899-12-30
601228.SH,2017-03-29,1899-12-30
601229.SH,2016-11-16,1899-12-30
601231.SH,2012-02-20,1899-12-30
601233.SH,2011-05-18,1899-12-30
601236.SH,2019-07-05,1899-12-30
601238.SH,2012-03-29,1899-12-30
601258.SH,2011-04-28,1899-12-30
601288.SH,2010-07-15,1899-12-30
601298.SH,2019-01-21,1899-12-30
601311.SH,2011-06-02,1899-12-30
601318.SH,2007-03-01,1899-12-30
601319.SH,2018-11-16,1899-12-30
601326.SH,2017-08-16,1899-12-30
601328.SH,2007-05-15,1899-12-30
601330.SH,2018-06-11,1899-12-30
601333.SH,2006-12-22,1899-12-30
601336.SH,2011-12-16,1899-12-30
601339.SH,2012-06-12,1899-12-30
601360.SH,2012-01-16,1899-12-30
601366.SH,2017-04-12,1899-12-30
601368.SH,2015-06-12,1899-12-30
601369.SH,2010-04-28,1899-12-30
601375.SH,2017-01-03,1899-12-30
601377.SH,2010-10-13,1899-12-30
601388.SH,2012-04-23,1899-12-30
601390.SH,2007-12-03,1899-12-30
601398.SH,2006-10-27,1899-12-30
601399.SH,2020-06-08,1899-12-30
601456.SH,2020-07-31,1899-12-30
601500.SH,2016-09-19,1899-12-30
601512.SH,2019-12-20,1899-12-30
601515.SH,2012-02-16,1899-12-30
601518.SH,2010-03-19,1899-12-30
601519.SH,2011-01-28,1899-12-30
601555.SH,2011-12-12,1899-12-30
601558.SH,2011-01-13,2020-07-02
601566.SH,2011-05-30,1899-12-30
601567.SH,2011-06-15,1899-12-30
601568.SH,2020-10-20,1899-12-30
601577.SH,2018-09-26,1899-12-30
601579.SH,2014-08-25,1899-12-30
601588.SH,2006-10-16,1899-12-30
601595.SH,2016-08-17,1899-12-30
601598.SH,2019-01-18,1899-12-30
601599.SH,2011-05-27,1899-12-30
601600.SH,2007-04-30,1899-12-30
601601.SH,2007-12-25,1899-12-30
601606.SH,2018-08-06,1899-12-30
601607.SH,1994-03-24,1899-12-30
601608.SH,2012-07-06,1899-12-30
601609.SH,2020-04-22,1899-12-30
601611.SH,2016-06-06,1899-12-30
601615.SH,2019-01-23,1899-12-30
601616.SH,2011-02-01,1899-12-30
601618.SH,2009-09-21,1899-12-30
601619.SH,2017-07-20,1899-12-30
601628.SH,2007-01-09,1899-12-30
601633.SH,2011-09-28,1899-12-30
601636.SH,2011-08-12,1899-12-30
601658.SH,2019-12-10,1899-12-30
601666.SH,2006-11-23,1899-12-30
601668.SH,2009-07-29,1899-12-30
601669.SH,2011-10-18,1899-12-30
601677.SH,2011-09-19,1899-12-30
601678.SH,2010-02-23,1899-12-30
601686.SH,2020-12-04,1899-12-30
601688.SH,2010-02-26,1899-12-30
601689.SH,2015-03-19,1899-12-30
601696.SH,2020-02-26,1899-12-30
601698.SH,2019-06-28,1899-12-30
601699.SH,2006-09-22,1899-12-30
601700.SH,2011-01-18,1899-12-30
601702.SH,2020-09-07,1899-12-30
601717.SH,2010-08-03,1899-12-30
601718.SH,2010-08-16,1899-12-30
601727.SH,2008-12-05,1899-12-30
601766.SH,2008-08-18,1899-12-30
601777.SH,2010-11-25,1899-12-30
601778.SH,2020-05-19,1899-12-30
601788.SH,2009-08-18,1899-12-30
601789.SH,2011-08-16,1899-12-30
601798.SH,2011-06-22,1899-12-30
601799.SH,2011-02-01,1899-12-30
601800.SH,2012-03-09,1899-12-30
601801.SH,2010-01-18,1899-12-30
601808.SH,2007-09-28,1899-12-30
601811.SH,2016-08-08,1899-12-30
601816.SH,2020-01-16,1899-12-30
601818.SH,2010-08-18,1899-12-30
601827.SH,2020-06-05,1899-12-30
601828.SH,2018-01-17,1899-12-30
601838.SH,2018-01-31,1899-12-30
601857.SH,2007-11-05,1899-12-30
601858.SH,2017-01-18,1899-12-30
601860.SH,2019-01-03,1899-12-30
601865.SH,2019-02-15,1899-12-30
601866.SH,2007-12-12,1899-12-30
601869.SH,2018-07-20,1899-12-30
601872.SH,2006-12-01,1899-12-30
601877.SH,2010-01-21,1899-12-30
601878.SH,2017-06-26,1899-12-30
601880.SH,2010-12-06,1899-12-30
601881.SH,2017-01-23,1899-12-30
601882.SH,2016-11-07,1899-12-30
601886.SH,2011-08-18,1899-12-30
601888.SH,2009-10-15,1899-12-30
601890.SH,2010-12-28,1899-12-30
601898.SH,2008-02-01,1899-12-30
601899.SH,2008-04-25,1899-12-30
601900.SH,2016-02-15,1899-12-30
601901.SH,2011-08-10,1899-12-30
601908.SH,2011-09-08,1899-12-30
601916.SH,2019-11-26,1899-12-30
